,Instagram,cristiano,leomessi,selenagomez,kyliejenner,therock,arianegrande,kimkardashian,beyonce,khloekardashian,nike,kandalljenner,justinbieber,natgeo,taylorswift,virat.kohli,jlo,nickiminaj,kourtneykardash,neymarjr
Total,672,628,502,429,400,397,380,363,319,310,306,294,292,283,283,268,253,229,224,220
