,Khabane Lame,charli d'amelio,MrBeast,Bella Poarch,Addison Rae,TikTok,Kimberly Loaizza,Zach King,dimelipa,The Rock
Total,162.4,155.8,107.8,94.2,88.5,85,83.1,82.1,76.8,76
